step	loss
0	0.4628330962940717
1	0.4534525807839803
2	0.4427543415869482
3	0.43139574154854393
4	0.4195195755686242
5	0.4139545305599325
6	0.41079785909872657
7	0.4060886485127214
8	0.4068538215035162
9	0.39778730249442995
